user,park,rating,activity
240377449984,8038030,1,nature
144240533790,8038030,1,nature
438634898093,8038030,1,nature
341916149321,8038030,1,nature
492077085987,8038030,1,nature
407097870932,8038030,1,nature
474032311403,8038030,1,nature
68448968269,8038030,1,nature
618700042474,8038030,1,nature
209792636274,8038030,1,nature
307667302186,8038030,1,nature
881933589338,8038030,1,nature
412186542678,8038030,1,nature
442925057316,8038030,1,nature
393835986811,8038030,1,nature
532531425707,8038030,1,nature
901506542351,8038030,1,nature
473310914600,8038030,1,nature
246569280279,8038030,1,nature
391426614196,8038030,1,nature
337671216463,8038030,1,nature
79894789909,8038030,1,nature
716170534015,8038030,1,nature
66550538979,8038030,1,nature
388509547493,8038030,1,nature
335004461071,8038030,1,nature
241300859876,8038030,1,nature
763700038854,8038030,1,nature
119485251274,8038030,1,nature
110089839622,8038030,1,nature
596462208304,8038030,1,nature
944205066586,8038030,1,nature
1931905120,8038030,1,nature
665578213784,8038030,1,nature
724585802416,8038030,1,nature
461497497642,8038030,1,nature
440987270875,8038030,1,nature
807788686720,8038030,1,nature
364543785610,8038030,1,nature
903390439919,8038030,1,nature
100692272037,8038030,1,nature
812847603347,8038030,1,nature
345573602650,8038030,1,nature
669461681556,8038030,1,nature
397470216543,8038030,1,nature
163331162632,8038030,1,nature
52309208306,8038030,1,nature
751817159737,8038030,1,nature
419123109297,8038030,1,nature
741059079275,8038030,1,nature
25568516654,8038030,1,nature
467239361739,8038030,1,nature
348104078516,8038030,1,nature
79925658347,8038030,1,nature
740561597998,8038030,1,nature
666452892953,8038030,1,nature
488919602892,8038030,1,nature
75491553328,8038030,1,nature
815025527769,8038030,1,nature
679706440299,8038030,1,nature
123470219707,8038030,1,nature
806594661042,8038030,1,nature
564910926648,8038030,1,nature
867439409653,8038030,1,nature
260156782766,8038030,1,nature
175458144409,8038030,1,nature
41685791588,8038030,1,nature
723152159204,8038030,1,nature
847556523066,8038030,1,nature
597587458214,8038030,1,nature
420741102736,8038030,1,nature
251383990699,8038030,1,nature
161445196026,8038030,1,nature
803925450500,8038030,1,nature
232925300389,8038030,1,nature
583336113162,8038030,1,nature
160680508830,8038030,1,nature
563996779744,8038030,1,nature
952605282434,8038030,1,nature
916622176044,8038030,1,nature
41508079222,8038030,1,nature
565570052781,8038030,1,nature
639377928277,8038030,1,nature
72760943201,8038030,1,nature
327920113452,8038030,1,nature
389338576093,8038030,1,nature
737582491843,8038030,1,nature
453803934914,8038030,1,nature
534643866117,8038030,1,nature
333362098499,8038030,1,nature
816706077799,8038030,1,nature
325417704657,8038030,1,nature
256531575764,8038030,1,nature
930824213455,8038030,1,nature
334188520666,8038030,1,nature
626718570595,8038030,1,nature
238718717325,8038030,1,nature
201209222022,8038030,1,nature
412523035314,8038030,1,nature
258646363614,8038030,1,nature
549834899401,8038030,1,nature
282743289718,8038030,1,nature
93896646985,8038030,1,nature
40654842416,8038030,1,nature
327240896236,8038030,1,nature
740982895962,8038030,1,nature
259645752544,8038030,1,nature
966659793496,8038030,1,nature
259056293373,8038030,1,nature
199268856695,8038030,1,nature
640669408359,8038030,1,nature
662169933672,8038030,1,nature
7371560289,8038030,1,nature
248415110796,8038030,1,nature
82355856399,8038030,1,nature
178375895878,8038030,1,nature
613692284969,8038030,1,nature
541886383137,8038030,1,nature
88782163782,8038030,1,nature
327181722683,8038030,1,nature
939366298956,8038030,1,nature
625644829904,8038030,1,nature
673938929347,8038030,1,nature
