user,latitude,longitude
240377449984,51.51921578857149,-0.1379761085714284
864818043542,51.47343218390799,-0.0228787356321839
268200865620,51.52632337037034,-0.1039723407407406
696207117818,51.52086098135602,-0.1041617423728813
419711195046,51.50459011334422,-0.1300653225683836
549894723121,51.509858796610125,-0.1222969304500294
211746768011,51.51429496000001,-0.1545461644444444
617768681284,51.50129783724526,-0.0811065571205006
791728650034,51.52295729661024,-0.0951709939467314
948181159068,51.51523855072463,-0.1112712536231883
413127233931,51.52340854697303,-0.1589570250521922
646460910049,51.49031122026807,-0.0894649321608041
295718408275,51.560828264187975,-0.0015401643835615
746040103934,51.49908448728812,-0.1927695296610171
592904540151,51.50556265217394,-0.0768628260869565
306207701757,51.51277579160624,-0.1404747901591902
747996040354,51.49000013772447,-0.0991171916167664
601089168856,51.50767468085108,-0.1162849787234042
987749583266,51.51748962500002,-0.1412846442307693
951886519558,51.50840513281251,-0.113917078125
668325231301,51.51198769217988,-0.1446361114808656
965119708143,51.45493888955175,-0.0545287265785058
286866771914,51.50950196590906,-0.1227238153409091
132647105661,51.49983158689476,-0.168719814814815
897956369589,51.45451359867812,-0.144374757790368
136944999078,51.47054137037037,-0.0968316543209876
330380292931,51.48553015384614,-0.155946282051282
288337790692,51.49942510140092,-0.1365845263509006
665507233634,51.50252954692935,-0.0996228933951332
654244857903,51.492898303030216,-0.1446482400932398
300478111574,51.52893460494107,-0.108107842094862
345579046063,51.51054632484068,-0.1261582484076434
726117133200,51.50798513636366,-0.1209639999999999
469850090741,51.51343539285711,-0.1281888333333334
99935829311,51.51913113768689,-0.0826600885916607
873545913959,51.50528569387753,-0.1513092857142857
625864683023,51.52305717391303,-0.0946062173913043
947030214767,51.50204410512827,-0.1137561897435896
245507412956,51.48172116666667,-0.0945088333333333
381479971737,51.46228576,-0.21371768
670858727986,51.50315603896106,-0.1327484415584416
640508816539,51.50221663076925,-0.108847723076923
382986943474,51.52432409299418,-0.126941500834028
675511729701,51.501865566666666,-0.1252101
80193787058,51.516819473866406,-0.1354921643576833
30720183134,51.51283245210732,-0.1207722681992336
502925779733,51.5099375967211,-0.1661060459016391
860741205135,51.64008947600007,-0.1820203720000003
255123297262,51.484558546797714,-0.1780653078817731
755215620797,51.488179982467024,-0.1502239499060741
553176211308,51.52101262500001,-0.1274729423076922
790309349757,51.47051989857,-0.1975642328114355
827407603289,51.50981912954532,-0.1155985704545453
163683201637,51.51448310833332,-0.1275511333333333
473353614718,51.51694692920351,-0.1315168495575221
597860630458,51.52617185714285,-0.1638752857142857
757080909749,51.505443154069845,-0.1505483546511629
317169513849,51.505911,-0.173506
609933586761,51.500727975000025,-0.092961435
527423611643,51.51639084615384,-0.1394304999999999
456273467242,51.53689339999988,-0.0713824
538548857614,51.512817875,-0.1390793125
256628253026,51.46365619722137,-0.1528160931630326
848860926718,51.47966352483228,-0.1456870290609414
780697826931,51.50759779753084,-0.1318319827160493
313854808988,51.5093004192436,-0.1276398264604809
905134284944,51.51027194444447,-0.1311659259259259
869253739858,51.51333644078945,-0.1319182565789473
777293171588,51.51058836874995,-0.1114843937500001
445371368056,51.48772432631585,-0.1358254070175438
758999990806,51.51013946289745,-0.1551370318021206
237592519113,51.53628947257893,-0.1738144154025675
912592846277,51.51201439410967,-0.0384149410939689
904163251654,51.54479362143668,-0.1357101003167891
37728603389,51.50056356554291,-0.1102981385767787
807798697783,51.505482047486055,-0.1731459273743018
285039582708,51.49683473740997,-0.1325321258992804
987728326183,51.51549207391301,-0.1235916043478261
573381495286,51.50505235616446,-0.1399915936073061
30174344191,51.47853558823523,-0.1131507001897533
155019756147,51.52334980487807,-0.1315128170731707
737962013014,51.423090780701926,-0.2088157412280707
892950650293,51.49559294117646,-0.1965473613445382
592873901180,51.51110083146068,-0.1415835374531836
557046124037,51.51931326942629,-0.1072897959331884
271934128505,51.5267904372093,-0.1286506046511628
350195973908,51.51936774257418,-0.1158184851485148
243225040990,51.49936219354834,-0.1613090483870968
525109677283,51.513793389830525,-0.1315152881355932
376513342837,51.502989,-0.1730856363636363
866149087870,51.47136881739129,-0.159704404347826
328989354163,51.502242,-0.1385016666666666
85425798771,51.522046185944575,-0.107775285923447
901937228966,51.52461024829071,-0.1074677257314752
705082302616,51.51114075789474,-0.1244799649122804
296337085092,51.513046714285714,-0.1377934285714285
549670281764,51.49997563157895,-0.1005161052631578
700997969395,51.543225338826616,-0.0943612556270103
458703112351,51.544727945578245,-0.1122343945578231
446983802078,51.60950961405146,-0.1561187268633184
612645145400,51.52880554946356,-0.0679287479141835
268776557071,51.50426489809998,-0.1204768480138171
967688259529,51.50039764423081,-0.1502748461538461
214111511701,51.50523161356937,-0.1364012025565388
692613311866,51.50637588888889,-0.1255837777777778
791734676300,51.50683715789473,-0.0897214210526315
600021721991,51.51696046902654,-0.1276505619469026
169611588020,51.5047938145027,-0.1781410050590212
671278117663,51.50492997142859,-0.1211258571428571
329930486545,51.529342500000006,-0.1833843666666666
872239215355,51.51532607142857,-0.1350012857142857
560255844090,51.50707783333333,-0.1370726666666666
581383890971,51.52643925301206,-0.1110823493975905
830389821633,51.51092236363636,-0.1612287272727272
833059536471,51.57759333111513,-0.1502745812534663
553922008784,51.50634841710303,-0.1042307382198951
815458806942,51.50170522689854,-0.0898923577310158
821089814874,51.50768667741934,-0.1274683225806451
286093144597,51.49992306006019,-0.2291385510510525
28214960611,51.533138626016296,-0.100323981707317
950950332399,51.51629196923074,-0.1382149746606332
476020592270,51.50705217142857,-0.0960343999999999
631424463674,51.55024700400799,-0.1454384278557115
51325085805,51.50483677272725,-0.132299159090909
208557023371,51.4965268170732,-0.1339995365853661
433842932152,51.52181066346153,-0.0993573557692307
402555648149,51.53869018320616,-0.1096433129770991
748465666445,51.5026134,-0.0951256
995042499673,51.52775935863901,-0.1255108167539266
912067062711,51.55693235135135,-0.1325171891891892
842833221013,51.5218805913978,-0.085298317204301
308203787748,51.513999776315785,-0.1397707631578946
615581211367,51.50744403125003,-0.1312342083333333
162766161867,51.51009443457954,-0.1570408504672897
443024381765,51.50296605426357,-0.1332472015503877
236799541541,51.480553999999984,-0.1779627105263158
679657797890,51.43660215151516,-0.1717117272727272
421124657022,51.51026920895522,-0.120681
419555786253,51.534708421052656,-0.1430872894736842
787665112343,51.501105836065584,-0.1560553934426229
539202188137,51.52753250485439,-0.0712279902912621
297789320402,51.48015418534485,-0.2064086853448276
294477988121,51.50104231609194,-0.160044672413793
619290784756,51.50646882580643,-0.1248854612903223
946744101181,51.49705298596489,-0.1361115368421052
335943908001,51.508702,-0.1869063333333333
165220553585,51.477594,-0.000665
35583631838,51.51354039969612,-0.128346858662614
271109442136,51.502912254237245,-0.1011302711864406
454485504138,51.50264360489508,-0.145980777389277
141715481966,51.52653343200623,-0.0847621157024801
854866296955,51.46197968455433,-0.1163522057103548
721386987152,51.44977170036114,-0.111709083032491
777749979168,51.47522803508772,-0.1650532631578948
556859588378,51.49518178226148,-0.1456112748091614
887545074866,51.508733090909104,-0.1564858181818181
384741311311,51.5232771002386,-0.081331599840891
482901963090,51.43648885714286,-0.2521931428571428
24200758464,51.50096915384615,-0.1143291025641025
796966049776,51.51358725196838,-0.1091634133858269
474650303136,51.516448628866,-0.0958298195876289
34621550021,51.50783733783781,-0.1239258918918918
975779874933,51.50606045714286,-0.1349448785714287
749005151280,51.50546776515148,-0.1566365075757577
520382683416,51.50571138888888,-0.1193083055555555
95858087456,51.53577609090907,-0.1471527575757575
707466950809,51.4921126101695,-0.208650661016949
357170738730,51.51010920988614,-0.1217320602196941
126301282786,51.509392047619066,-0.1143102539682539
423696561876,51.50400975,-0.0983215110294117
899999578043,51.5303737167687,-0.0865276922290391
360992738903,51.509129646153845,-0.1474970769230769
772935418056,51.51680561855667,-0.0877180309278349
956513753979,51.51518950785338,-0.0984003193717277
929057333155,51.51046523188405,-0.1357392608695652
761325372164,51.51055253320296,-0.1582067871093751
31657900195,51.56715558064515,-0.3906964516129031
119069510599,51.50989250757573,-0.1415378409090907
33209051427,51.49089629885064,-0.1411013612479472
465084129687,51.49201164141408,-0.0916481060606061
884458188684,51.49258396551734,-0.0869027438423643
847426475387,51.516723708838455,-0.1992295909878673
309475475544,51.47052332113136,-0.0855248810316142
984338796245,51.51934275728153,-0.1864388155339806
216970233317,51.47129038888889,-0.1973848333333333
576193982019,51.5058615,-0.079065
887574851983,51.54147711111109,-0.1176805079365079
78865874367,51.4382013384616,-0.2904123923076926
91080226451,51.48870956444445,-0.1386638622222221
463973317006,51.50174325731621,-0.1762023324924318
630374212614,51.53156587868845,-0.074466272131148
128777985064,51.50588919047617,-0.1179070952380952
644876543787,51.508231377551,-0.1545200510204082
703417991644,51.538949886792444,-0.1426496635220127
746371188162,51.50839087043187,-0.1839180398671098
742186239393,51.44853339755347,-0.075315107033639
35006124138,51.49914681481483,-0.1423501717171715
116158545328,51.53478954838707,-0.0810249354838709
147618582580,51.48767728571426,-0.1744718095238095
67596204509,51.48104726666666,-0.0954907777777778
988594452541,51.5092044862385,-0.138439275229358
990727581647,51.42508262500001,-0.3338877083333333
581246014155,51.510785,-0.163566125
588347598731,51.48111973665481,-0.1088028896797153
